Record Number,Name,Core ID,Code,Type,Status,Holder,Grant date,Expiry date,Cadastral units (CU),Area (km²),States,LGAs,Minerals
40,FUFORE,63759,SSML-063759,Small Scale Mining Lease,Valid,ALHAJI MAIWADA BABA ALHAJI,17/12/2024,16/12/2029,2,0.42,Adamawa,Yola South,"Copper,Fluorspar/fluorite,Wolframite"
41,GANYE,63058,SSML-063058,Small Scale Mining Lease,Valid,SUN GLOBAL MINING AND MINERALS EXPLORATION LTD,09/12/2024,08/12/2029,2,0.42,Adamawa,Ganye,"Copper,Lithium,Chalcopyrite"
42,HONG Adamawa,61896,SSML-061896,Small Scale Mining Lease,Valid,MALCOMINES MINOR METALS LTD,15/10/2024,14/10/2029,10,2.1,"Adamawa, Borno","Hong, Askira/Uba","Iron,Monazite,Zircon sand"
43,GUYUK,59888,EL-059888,Exploration License,Valid,ADAMAWA MINING COMPANY LIMITED,08/04/2024,07/04/2027,200,42.21,"Adamawa, Gombe","Guyuk, Balanga","Clay,Gypsum,Limestone,Shale,Coal"
44,,25301,EL-025301,Exploration License,Released,ADAMAWA MINING COMPANY LIMITED,19/09/2017,18/09/2022,128,27.01,"Adamawa, Gombe","Guyuk, Balanga","Clay,Gypsum,Limestone,Shale,Coal"
45,,28337,ML-028337,Mining Lease,Blocked,PIRAMEN VENTURES LIMITED,11/12/2018,10/12/2043,200,42.21,"Adamawa, Gombe","Lamburde, Balanga","Lead,Zinc,Zircon sand,Sapphire"
46,,34461,EL-034461,Exploration License,Valid,DIMUROCK VENTURES LIMITED,11/06/2021,10/06/2026,198,41.98,"Adamawa, Taraba","Toungo, Gashaka","Quartz,Gemstone"
47,TOUNGO,59881,EL-059881,Exploration License,Valid,ARIF SYNERGY INTERNAIONAL LTD,30/04/2024,29/04/2027,518,109.85,"Adamawa, Taraba","Toungo, Gashaka","Gypsum,Beryl,Tourmaline (blue)"
48,GANYE,64769,EL-064769,Exploration License,Valid,TRAC INTERNATIONAL LTD,30/01/2025,29/01/2028,100,21.17,"Adamawa, Taraba","Ganye, Bali","Antimony,Copper,Lead,Lithium,Zinc,Cassiterite,Gold,Monazite"
49,,35199,SSML-035199,Small Scale Mining Lease,Released,EELSE- HIMAYA INTEGRATED LIMITED,08/10/2021,07/10/2026,15,3.19,Akwa Ibom,Nsit-Ibiom,Sand
50,IBESIKPO-ASUTAN,36977,SSML-036977,Small Scale Mining Lease,Blocked,LAWSON PARKER NGELPAKA,24/06/2022,23/06/2027,2,0.43,Akwa Ibom,"Ibesikpo-Asutan, Nsit-Ibiom",Sand
51,Nsit-Ibiom,37256,SSML-037256,Small Scale Mining Lease,Blocked,FLOAT ADMIRAL LTD,09/06/2022,08/06/2027,3,0.64,Akwa Ibom,"Etinan, Nsit-Ibiom",Sand
52,Abak,35984,SSML-035984,Small Scale Mining Lease,Blocked,RUSHMATTS LIMITED,16/08/2022,15/08/2027,1,0.21,Akwa Ibom,Abak,Sand
53,IKOT-EKPENE,39140,SSML-039140,Small Scale Mining Lease,Blocked,EDET VICTOR OKON,21/10/2022,20/10/2027,3,0.64,Akwa Ibom,Ikot-Ekpene,Sand
54,ETINAN,38783,SSML-038783,Small Scale Mining Lease,Blocked,INISO LIMITED,25/08/2022,24/08/2027,3,0.64,Akwa Ibom,"Etinan, Nsit-Ibiom",Sand
55,IBENO,62469,EL-062469,Exploration License,Valid,CLEDD NIGERIA LIMITED,09/08/2024,08/08/2027,200,42.58,Akwa Ibom,"Ibeno, Mbo","Tantalum,Glass sand,Ilmenite"
56,EASTERN OBOLO,60968,QLS-060968,Quarry Lease,Valid,SADICOMEX INTERNATIONAL COMPANY LIMITED,15/10/2024,14/10/2029,25,5.33,Akwa Ibom,Eastern Obolo,"Sand,Ilmenite"
57,IKOT ABASI,61053,EL-061053,Exploration License,Valid,SHAVIMAL SERVICES,15/10/2024,14/10/2027,197,41.96,Akwa Ibom,"Eastern Obolo, Ikot-Abasi","Manganese,Titanium,Glass sand,Quartz,Silica sand,Tourmaline (others),Gold,Iron"
58,,61095,SSML-061095,Small Scale Mining Lease,Valid,TIMLIGHT MINES NIGERIA LIMITED,25/06/2024,24/06/2029,1,0.21,Akwa Ibom,Ibeno,"Titanium,Ilmenite"
59,NSIT UBIUM,62538,SSML-062538,Small Scale Mining Lease,Valid,WIDER TECHNOLOGIES LIMITED,26/08/2024,25/08/2029,4,0.85,Akwa Ibom,"Eket, Nsit Ubium",Sand
60,IBENO,60589,QLS-060589,Quarry Lease,Valid,CLEDD NIGERIA LIMITED,24/05/2024,23/05/2029,4,0.85,Akwa Ibom,Ibeno,"Granite,Limestone"
61,AKWA IBOM,62277,QLS-062277,Quarry Lease,Valid,SADICOMEX INTERNATIONAL COMPANY LIMITED,15/10/2024,14/10/2029,25,5.32,Akwa Ibom,Ibeno,Ilmenite
62,IKOT ABASI,62838,SSML-062838,Small Scale Mining Lease,Valid,LAND & SEA GLOBAL RESOURCES LTD,06/11/2024,05/11/2029,2,0.43,Akwa Ibom,Oruk Anam,Sand
63,AKWA IBOM,62278,EL-062278,Exploration License,Valid,SADICOMEX INTERNATIONAL COMPANY LIMITED,15/10/2024,14/10/2027,163,34.71,Akwa Ibom,"Eastern Obolo, Eket, Ibeno",Ilmenite
64,IBENO,60587,SSML-060587,Small Scale Mining Lease,Valid,CLEDD NIGERIA LIMITED,24/05/2024,23/05/2029,5,1.06,Akwa Ibom,Ibeno,"Tantalum,Glass sand,Ilmenite"
65,IBENO,62225,EL-062225,Exploration License,Valid,RUITAI MINING LTD,26/08/2024,25/08/2027,56,11.92,Akwa Ibom,Ibeno,"Sand,Ilmenite"
66,AKWA IBOM,62270,EL-062270,Exploration License,Valid,SADICOMEX INTERNATIONAL COMPANY LIMITED,15/10/2024,14/10/2027,150,31.95,Akwa Ibom,Eastern Obolo,Ilmenite
67,ONITSHA NORTH,62584,SSML-062584,Small Scale Mining Lease,Valid,UMEKWE M. VINCENT,15/10/2024,14/10/2029,2,0.43,Anambra,Anambra East,Sand
68,ANAMBRA,37292,SSML-037292,Small Scale Mining Lease,Blocked,ONYEANWUSI STEPHEN ANAYO,09/06/2022,08/06/2027,1,0.21,Anambra,"Ukwa East, Anambra East",Sand
69,EKWUSIGO,59020,EL-059020,Exploration License,Valid,HCICI INTEGRATED MINERALS LTD,23/10/2024,22/10/2027,198,42.12,Anambra,"Ihiala, Nnewi North, Nnewi South","Clay,Kaoline"
70,,33525,SSML-033525,Small Scale Mining Lease,Blocked,GIVERS (OGBARU) MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,08/04/2021,07/04/2026,3,0.64,Anambra,Ogbaru,Sand
71,,35019,SSML-035019,Small Scale Mining Lease,Blocked,AHIA ULI BEACH OWNERS MULTI-PURPOSE COOPERATIVE SOCIETY LTD,12/08/2021,11/08/2026,2,0.43,Anambra,Ihiala,Sand
72,ANAMBRA EAST,63116,SSML-063116,Small Scale Mining Lease,Valid,GARIZEN FARMS OIL AND GAS NIG LTD,15/10/2024,14/10/2029,1,0.21,Anambra,Anambra East,Sand
73,Anambra,62624,SSML-062624,Small Scale Mining Lease,Valid,NKIRU LEONIE OSEFO,09/08/2024,08/08/2029,6,1.28,Anambra,Anambra East,Sand
74,AGUATA,40047,SSML-040047,Small Scale Mining Lease,Blocked,JAMES OBI UMEZULORA,25/12/2022,24/12/2027,4,0.85,Anambra,Aguata,"Laterite,Sand"
75,,32138,EL-032138,Exploration License,Released,HCICI INTEGRATED MINERALS LTD,14/09/2020,13/09/2023,198,42.12,Anambra,"Ihiala, Nnewi North, Nnewi South","Clay,Kaoline"
76,ANAMBRA EAST,62844,SSML-062844,Small Scale Mining Lease,Valid,AGHA OBIAJULU VINCENT,23/10/2024,22/10/2029,1,0.21,Anambra,Anambra East,Sand
77,OYI,62826,SSML-062826,Small Scale Mining Lease,Valid,OKAFOR CHINASA ADAOBI,15/10/2024,14/10/2029,2,0.43,Anambra,Oyi,Laterite
78,OGBARU,38144,SSML-038144,Small Scale Mining Lease,Blocked,ODUNZE KING CHIDI,16/08/2022,15/08/2027,1,0.21,Anambra,Ogbaru,Sand
79,,34454,SSML-034454,Small Scale Mining Lease,Blocked,FOR- MONEY NIGERIA ENTERPRISES,31/05/2021,30/05/2026,8,1.7,"Anambra, Delta","Anambra West, Oshimili South",Sand
80,,35703,SSML-035703,Small Scale Mining Lease,Blocked,DOMINIC ABDUL IDRIS,15/10/2021,24/10/2026,5,1.06,"Anambra, Delta","Ogbaru, Ndokwa East",Sand
81,,29669,SSML-029669,Small Scale Mining Lease,Released,JIMATOC-LIFTED RESOURCES LIMITED,01/08/2019,31/07/2024,2,0.43,"Anambra, Delta","Anambra East, Oshimili South",Sand
82,,34454,SSML-034454,Small Scale Mining Lease,Blocked,FOR- MONEY NIGERIA ENTERPRISES,31/05/2021,30/05/2026,8,1.7,"Anambra, Delta","Anambra West, Oshimili South",Sand
83,ABIA,37171,SSML-037171,Small Scale Mining Lease,Blocked,PAT & BROTHERS CONSTRUCTION & ENGINEERING LIMITED,10/06/2022,09/06/2027,4,0.85,"Anambra, Enugu","Orumba South, Oji River","Laterite,Sand"
84,Bauchi,36434,SSML-036434,Small Scale Mining Lease,Blocked,BABANGIDA MEMORIAL MULTIPURPOSE CO-OPERATIVE SOCIETY LIMITED,09/06/2022,08/06/2027,1,0.21,Bauchi,Bauchi,Amethyst
85,"GANJUMA, BAUCHI",36248,SSML-036248,Small Scale Mining Lease,Blocked,AM&C LIMITED,24/06/2022,23/06/2027,8,1.68,Bauchi,Ganjuwa,"Ilmenite,Iron"
86,,35805,SSML-035805,Small Scale Mining Lease,Blocked,ABALAS GLOBAL RESOURCES NIGERIA LTD,02/08/2022,01/08/2027,2,0.42,Bauchi,Ningi,"Aquamarine,Cassiterite,Columbite,Gold"
87,,26465,EL-026465,Exploration License,Released,SLAG GLOBAL INVESTMENT LIMITED,13/12/2017,12/12/2022,21,4.42,Bauchi,Toro,"Lead,Tin,Zinc,Gold"
88,BAUCHI,36778,QLS-036778,Quarry Lease,Blocked,INTEGRATED SOUTH ENERGY CHEMICAL CO. LIMITED,05/05/2022,04/05/2027,4,0.84,Bauchi,Alkaleri,Granite
89,DASS,38344,EL-038344,Exploration License,Blocked,XUNFEI COMPANY LIMITED,15/08/2022,14/08/2025,109,22.92,Bauchi,Toro,Quartz
90,,26275,EL-026275,Exploration License,Released,ICBA EXCAVATION MINING CO LIMITED,23/11/2017,22/11/2024,76,15.98,Bauchi,Toro,"Tin,Gold"
91,Ningi LGA,62587,EL-062587,Exploration License,Valid,SINOMA INVESTMENT INTERNATIONAL LIMITED,26/08/2024,25/08/2027,96,20.14,Bauchi,Ningi,"Sand,Lithium,Niobium,Tantalum,Tin,Fluorspar/fluorite,Cassiterite,Columbite,Monazite,Zircon sand"
92,DASS,38343,EL-038343,Exploration License,Blocked,XUNFEI COMPANY LIMITED,15/08/2022,14/08/2025,94,19.77,Bauchi,"Dass, Toro",Quartz
93,TAFAWA BALEWA,38322,EL-038322,Exploration License,Blocked,UNIQUE ALLIANCE RENAISSANCE LTD,15/08/2022,14/08/2025,112,23.58,Bauchi,Tafawa-Balewa,"Beryl,Columbite"
94,BAUCHI,62598,EL-062598,Exploration License,Valid,AMMA MINING GLOBAL SERVICES NIG LTD,15/10/2024,14/10/2027,47,9.89,Bauchi,Bauchi,"Lithium,Quartz,Amethyst,Beryl,Topaz,Monazite"
95,GAJUWA,36890,EL-036890,Exploration License,Blocked,TAMSUGURI MINERS LIMITED,09/06/2022,08/06/2025,186,39.07,Bauchi,Ganjuwa,Beryl
96,Ganjuwa,36893,SSML-036893,Small Scale Mining Lease,Blocked,BABANGIDA MEMORIAL MULTIPURPOSE CO-OPERATIVE SOCIETY LIMITED,11/11/2022,10/11/2027,5,1.05,Bauchi,Ganjuwa,Amethyst
97,NINGI LGA,62604,EL-062604,Exploration License,Valid,SINOMA INVESTMENT INTERNATIONAL LIMITED,26/08/2024,25/08/2027,84,17.62,Bauchi,Ningi,"Sand,Lithium,Niobium,Tantalum,Tin,Fluorspar/fluorite,Cassiterite,Columbite,Monazite,Zircon sand"
98,BAUCHI,57553,EL-057553,Exploration License,Released,JAS MINERALS NIG LTD,25/01/2024,24/01/2027,216,45.34,Bauchi,Toro,"Mica,Copper,Iron"
99,,35820,EL-035820,Exploration License,Released,MANGLER GOLD LTD,15/09/2022,14/09/2025,176,37.01,Bauchi,Toro,"Lead,Tin,Zinc,Aquamarine,Beryl,Topaz,Columbite,Gold,Ilmenite,Monazite,Zircon sand"
100,,29287,EL-029287,Exploration License,Released,KOP AND PATON NIG LTD,06/06/2019,05/06/2024,185,38.78,Bauchi,Warji,"Copper,Lead,Zinc"
101,BAUCHI,37182,QLS-037182,Quarry Lease,Blocked,METATEXITE LIMITED,25/04/2022,24/04/2027,4,0.84,Bauchi,Bauchi,Granite
102,BAUCHI,38130,SSML-038130,Small Scale Mining Lease,Blocked,KASAURI NIG. LTD,11/11/2022,10/11/2027,5,1.05,Bauchi,Bauchi,"Copper,Lithium,Amethyst,Aquamarine,Iron,Calcite"
103,GANJUWA,39661,SSML-039661,Small Scale Mining Lease,Blocked,RAPID REFILL INVESTMENTS LTD,25/11/2022,24/11/2027,15,3.15,Bauchi,Ganjuwa,"Lithium,Tantalum"
104,BAUCHI,62731,SSML-062731,Small Scale Mining Lease,Valid,FACO KLEEN MULTBIZ RESOURCES LIMITED,15/10/2024,14/10/2029,2,0.42,Bauchi,Bauchi,"Ilmenite,Zircon sand"
105,,35956,EL-035956,Exploration License,Valid,CONTINENTAL LITHIUM LIMITED,19/11/2021,18/11/2024,72,15.13,Bauchi,Toro,"Molybdenum,Cassiterite,Columbite"
106,TORO,62894,EL-062894,Exploration License,Valid,CAN LONG MINING LIMITED,30/09/2024,29/09/2027,96,20.17,Bauchi,Toro,"Tin,Columbite"
107,BAUCHI,36826,EL-036826,Exploration License,Valid,BAUCHI MINING SYNERGY AND EXPLORATION LIMITED,12/08/2022,11/08/2025,155,32.51,Bauchi,"Ganjuwa, Warji",Mica
108,ALKALERI,38810,EL-038810,Exploration License,Valid,BAUCHI MINING SYNERGY AND EXPLORATION LIMITED,25/08/2022,25/08/2025,40,8.41,Bauchi,Bauchi,Kaoline
109,ALKALERI,39574,EL-039574,Exploration License,Valid,METATEXITE LIMITED,20/01/2023,19/01/2026,42,8.83,Bauchi,Alkaleri,Kaoline
110,BAUCHI,38811,EL-038811,Exploration License,Valid,BAUCHI MINING SYNERGY AND EXPLORATION LIMITED,22/02/2023,21/02/2026,20,4.21,Bauchi,Bauchi,Graphite
111,TAFA-BALEWA,41855,EL-041855,Exploration License,Valid,SIMLAS GLOPPE LTD,13/04/2023,12/04/2026,198,41.68,Bauchi,Tafawa-Balewa,"Lithium,Kunzite"
112,,26049,ML-026049,Mining Lease,Valid,HAOYUAN MINES INDUSTRY CO. NIG LTD,19/10/2017,18/10/2042,34,7.13,Bauchi,Ningi,"Granite,Cassiterite,Columbite"
113,BAUCHI,36811,SSML-036811,Small Scale Mining Lease,Valid,BAUCHI MINING SYNERGY AND EXPLORATION LIMITED,12/06/2022,11/08/2027,5,1.05,Bauchi,Bauchi,Graphite
114,BAUCHI,63034,SSML-063034,Small Scale Mining Lease,Valid,AWAL INVESTMRNTS LIMITED,23/10/2024,22/10/2029,2,0.42,Bauchi,Bauchi,"Lithium,Quartz,Amethyst,Tourmaline (others)"
115,,24102,ML-024102,Mining Lease,Valid,CHENG ZHOU MINING CO. LIMITED,07/12/2016,07/05/2042,50,10.51,Bauchi,Toro,"Tin,Columbite"
116,BAUCHI,54629,EL-054629,Exploration License,Valid,WHITE STAR MINING AND GENERAL MERCHANT LTD,25/01/2024,24/01/2027,124,26.07,Bauchi,Bauchi,"Quartz,Amethyst,Beryl,Tourmaline (others)"
117,BAUCHI,37646,SSML-037646,Small Scale Mining Lease,Blocked,ZUFRAA NIG LIMITED,24/06/2022,23/06/2027,5,1.05,Bauchi,Ningi,Sand
118,BAUCHI,37180,QLS-037180,Quarry Lease,Blocked,METATEXITE LIMITED,09/05/2022,08/05/2027,4,0.84,Bauchi,Bauchi,Granite
119,BAUCHI,36247,SSML-036247,Small Scale Mining Lease,Blocked,MUHTAN GLOBAL MINES NIG. LTD,24/06/2022,23/06/2027,4,0.84,Bauchi,Bauchi,"Lead,Zinc"
120,,26216,SSML-026216,Small Scale Mining Lease,Released,SLAG GLOBAL INVESTMENT LIMITED,24/11/2017,23/11/2022,10,2.1,Bauchi,Toro,"Lead,Tin,Zinc,Gold"
121,BAUCHI,37560,QLS-037560,Quarry Lease,Blocked,METATEXITE LIMITED,09/05/2022,08/05/2027,4,0.84,Bauchi,Bauchi,Granite
122,,38014,QLS-038014,Quarry Lease,Blocked,INTEGRATED SOUTH ENERGY CHEMICAL CO. LIMITED,17/03/2023,16/03/2028,4,0.84,Bauchi,Bauchi,Granite
123,Ganjuwa,38194,QLS-038194,Quarry Lease,Blocked,PHILKO ALUSTEEL INDUSTRIES LIMITED,12/08/2022,11/08/2027,4,0.84,Bauchi,Ganjuwa,Granite
124,BAUCHI,39179,QLS-039179,Quarry Lease,Blocked,INTEGRATED NORTHERN ENERGY CHEMICAL CO. LTD,21/10/2022,20/10/2027,2,0.42,Bauchi,Bauchi,Granite
125,,37470,QLS-037470,Quarry Lease,Blocked,JOHN BAWA INNOVATIONS NIGERIA LIMITED,14/10/2022,13/10/2027,4,0.84,Bauchi,Ningi,Granite
126,,25999,SSML-025999,Small Scale Mining Lease,Blocked,SPECIAL METALS LTD,13/10/2017,12/10/2022,12,2.52,Bauchi,Toro,"Copper,Lead,Zinc,Phosphate,Cassiterite,Columbite,Zircon sand"
127,NINGI,36770,SSML-036770,Small Scale Mining Lease,Valid,AM&C LIMITED,29/10/2022,28/10/2027,10,2.1,Bauchi,Ningi,"Tantalum,Tin,Columbite"
128,NINGI,63714,EL-063714,Exploration License,Valid,GAINCAPITAL INTERNATIONAL TRADING LTD,17/12/2024,16/12/2027,100,20.98,Bauchi,Ningi,"Lead,Tin,Columbite"
129,,33145,SSML-033145,Small Scale Mining Lease,Blocked,WECARE MINING INVESTMENT LIMITED,10/03/2021,09/03/2026,9,1.89,Bauchi,Toro,"Lead,Molybdenum,Tin,Zinc"
130,,33901,SSML-033901,Small Scale Mining Lease,Blocked,SILVER CAT ASSOCIATES NIGERIA LIMITED,21/05/2021,20/05/2026,5,1.05,Bauchi,Ningi,"Tantalum,Tin,Columbite"
131,,33902,SSML-033902,Small Scale Mining Lease,Blocked,SILVER CAT ASSOCIATES NIGERIA LIMITED,08/04/2021,07/04/2026,5,1.05,Bauchi,Ganjuwa,Wolframite
132,ALKALERI,38843,EL-038843,Exploration License,Released,JOHNNYTRAIN GLOBAL ENTERPRISES NIG LTD,25/08/2022,24/08/2025,165,34.74,Bauchi,Alkaleri,"Tantalum,Tin,Quartz,Columbite,Gold"
133,,34288,SSML-034288,Small Scale Mining Lease,Blocked,POLKAT NIGERIA LIMITED,31/05/2021,30/05/2026,7,1.47,Bauchi,Toro,"Lead,Zinc"
134,TORO,63611,EL-063611,Exploration License,Valid,PADSON INDUSTRIES LIMITED,09/12/2024,08/12/2027,100,21.0,Bauchi,Toro,"Cassiterite,Columbite"
135,,35610,SSML-035610,Small Scale Mining Lease,Blocked,DA TANG SULTANATE HERITAGE INVESTMENT LTD,15/10/2021,14/10/2026,15,3.15,Bauchi,Darazo,Kaoline
136,TORO BAUCHI,36212,SSML-036212,Small Scale Mining Lease,Blocked,SWIFTMOHGLOBAL CONGLOMERATE LIMITED,05/05/2022,04/05/2027,5,1.05,Bauchi,Toro,"Tantalum,Aquamarine,Beryl,Gemstone,Tourmaline (others),Columbite"
137,Ningi LGA,62586,EL-062586,Exploration License,Valid,SINOMA INVESTMENT INTERNATIONAL LIMITED,26/08/2024,25/08/2027,96,20.14,Bauchi,Ningi,"Sand,Lithium,Niobium,Tantalum,Tin,Fluorspar/fluorite,Cassiterite,Columbite,Monazite,Zircon sand"
138,,32614,SSML-032614,Small Scale Mining Lease,Released,SAMED LOGISTICS MULTI BIZ LTD,23/10/2020,22/10/2025,15,3.16,Bauchi,Tafawa-Balewa,"Copper,Gemstone"
139,Goram Boto,59966,SSML-059966,Small Scale Mining Lease,Valid,SALIS-MINES NIGERIA LIMITED,09/08/2024,08/08/2029,8,1.68,Bauchi,Tafawa-Balewa,"Tin,Cassiterite,Columbite,Iron,Monazite,Zircon sand"
140,Warji,61576,EL-061576,Exploration License,Valid,DESCHATZE LIMITED,15/10/2024,14/10/2027,60,12.58,Bauchi,"Ganjuwa, Warji","Cobalt,Lead,Lithium,Tin,Zinc"
141,TORO BAUCHI,61854,QLS-061854,Quarry Lease,Valid,AM&C LIMITED,15/10/2024,14/10/2029,4,0.84,Bauchi,Toro,Granite
142,TORO,40223,EL-040223,Exploration License,Released,GASKIYA BIOMEDICALS NIGERIA LIMITED,25/11/2022,24/11/2025,176,37.05,Bauchi,"Tafawa-Balewa, Toro","Lead,Lithium,Zinc"
143,NINGI,61371,EL-061371,Exploration License,Valid,APEX MINES NIG. LTD,15/10/2024,14/10/2027,196,41.13,Bauchi,Ningi,"Tin,Ilmenite"
144,Toro,61333,EL-061333,Exploration License,Valid,STANNUM FIELDS LTD,09/08/2024,08/08/2027,25,5.25,Bauchi,Toro,Tin
145,GANJUWA,59735,EL-059735,Exploration License,Valid,GATUPA TECH LTD,26/08/2024,25/08/2027,150,31.49,Bauchi,Ganjuwa,"Copper,Lead,Zinc,Amethyst"
146,"GANJUWA, BAUCHI",61305,SSML-061305,Small Scale Mining Lease,Valid,TOP VALUE INTEGRATED COMPANY LIMITED,13/06/2024,12/06/2029,4,0.84,Bauchi,Ganjuwa,"Copper,Tin"
147,BAUCHI,57414,EL-057414,Exploration License,Released,GROUNDWORK PERFECT SOLUTIONS LIMITED,07/12/2023,06/12/2026,90,18.89,Bauchi,Toro,"Mica,Copper,Tin,Quartz,Columbite"
148,,28865,EL-028865,Exploration License,Valid,EVEREST HILLS NIGERIA LTD,12/03/2019,11/12/2024,121,25.44,Bauchi,Toro,"Lead,Tin,Zinc,Columbite,Gold"
149,BAUCHI,60730,SSML-060730,Small Scale Mining Lease,Released,GROUNDWORK PERFECT SOLUTIONS LIMITED,24/06/2024,23/06/2029,15,3.15,Bauchi,Toro,"Mica,Copper,Tin,Quartz,Columbite"
150,,17635,ML-017635,Mining Lease,Released,ASTRO MINERALAS LIMITED,13/05/2016,12/05/2041,40,8.39,Bauchi,Ningi,"Tin,Cassiterite,Columbite"
151,"GANJUWA, BAUCHI",61302,EL-061302,Exploration License,Valid,TOP VALUE INTEGRATED COMPANY LIMITED,13/06/2024,12/06/2027,116,24.35,Bauchi,Ganjuwa,"Copper,Tin"
152,NINGI,61259,EL-061259,Exploration License,Valid,RIMBA COMMODITY TRADIND LIMITED,26/08/2024,25/08/2027,200,41.94,Bauchi,Ningi,Tin
153,,28382,EL-028382,Exploration License,Valid,KARM INTERNATIONAL LIMITED,12/11/2018,11/11/2025,154,32.36,Bauchi,Toro,"Copper,Lead,Zinc"
154,BAUCHI,61821,EL-061821,Exploration License,Valid,RESIDENT CEMENT COMPANY LIMITED,26/08/2024,25/08/2027,200,42.06,Bauchi,Bauchi,"Limestone,Lead"
155,NINGI,62578,EL-062578,Exploration License,Valid,SINOMA INVESTMENT INTERNATIONAL LIMITED,26/08/2024,25/08/2027,99,20.77,Bauchi,Ningi,"Sand,Lithium,Niobium,Tantalum,Tin,Fluorspar/fluorite,Cassiterite,Columbite,Monazite,Zircon sand"
156,"Bauchi, Ningi",61978,EL-061978,Exploration License,Valid,Hadiz Integrated Oil & Gas Services Ltd,25/06/2024,24/06/2027,36,7.55,Bauchi,Ningi,"Tin,Columbite,Gold"
157,,27599,ML-027599,Mining Lease,Released,IMPERIAL JV LIMITED,19/09/2018,18/09/2043,23,4.85,Bauchi,Alkaleri,"Bentonite,Copper,Lead,Silver,Zinc"
158,,32492,EL-032492,Exploration License,Released,MALCOMINES MINOR METALS LTD,23/10/2020,22/10/2023,123,25.83,Bauchi,Toro,"Tin,Columbite"
159,North,61062,SSML-061062,Small Scale Mining Lease,Valid,NARABIYYA MINES LIMITED,15/10/2024,14/10/2029,5,1.05,Bauchi,Toro,"Tin,Columbite,Ilmenite"
160,,27665,QLS-027665,Quarry Lease,Released,ABUBAKAR ABDU TORO,02/08/2018,01/08/2023,2,0.42,Bauchi,Bauchi,Granite
161,,32491,EL-032491,Exploration License,Released,MALCOMINES MINOR METALS LTD,14/10/2020,13/10/2023,81,17.01,Bauchi,Toro,"Tin,Columbite"
162,TORO,45604,EL-045604,Exploration License,Released,ZEBRA ENERGY NIG LTD,02/08/2023,01/08/2026,50,10.5,Bauchi,"Ningi, Toro","Lithium,Tin,Columbite,Gold,Ilmenite,Monazite"
163,TORO,45604,EL-045604,Exploration License,Valid,ZEBRA ENERGY NIG LTD,02/08/2023,01/08/2026,628,131.84,Bauchi,"Ningi, Toro","Lithium,Tin,Columbite,Gold,Ilmenite,Monazite"
164,NINGI,62346,EL-062346,Exploration License,Valid,SINOWON GLOBAL CONTRACTORS LTD,09/08/2024,08/08/2027,100,20.98,Bauchi,Ningi,"Sand,Niobium,Tin,Tourmaline (blue),Columbite"
165,,35498,EL-035498,Exploration License,Released,AGRA MINERALS LIMITED,15/10/2021,14/10/2024,200,42.07,Bauchi,Dass,"Lithium,Beryl,Cassiterite,Columbite"
166,,32395,EL-032395,Exploration License,Released,I.G.I GLOBAL INVESTMENT LTD,23/10/2020,22/10/2023,122,25.66,Bauchi,Toro,"Tantalum,Tin,Fluorspar/fluorite,Gold"
167,,32391,SSML-032391,Small Scale Mining Lease,Released,AKINS GEMS INTERNATIONAL LIMITED,26/03/2021,25/03/2026,2,0.42,Bauchi,Toro,"Lithium,Tin,Fluorspar/fluorite,Gold"
168,,30248,EL-030248,Exploration License,Released,WETDET NIG LTD,12/11/2019,11/11/2022,47,9.88,Bauchi,Bauchi,"Amethyst,Topaz"
169,,31909,EL-031909,Exploration License,Released,GREEN BOX FACILITIES LTD,14/08/2020,13/08/2023,14,2.94,Bauchi,Toro,"Tin,Fluorspar/fluorite,Gold"
170,BAUCHI,61823,EL-061823,Exploration License,Valid,RESIDENT CEMENT COMPANY LIMITED,26/08/2024,25/08/2027,200,42.07,Bauchi,"Alkaleri, Bauchi","Limestone,Lead"
171,Dukku,36677,SSML-036677,Small Scale Mining Lease,Blocked,JEWEL MINERS MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,12/04/2022,11/04/2027,5,1.05,"Bauchi, Gombe","Darazo, Dukku",Kaoline
172,,35591,EL-035591,Exploration License,Valid,FERGO CEMENT COY LIMITED,15/10/2021,14/10/2026,132,27.81,"Bauchi, Gombe","Alkaleri, Akko, Billiri",Limestone
173,,26440,EL-026440,Exploration License,Released,BLUEHILL MULTI CONCEPTS GLOBAL LIMITED,13/12/2017,12/12/2022,30,6.32,"Bauchi, Plateau","Tafawa-Balewa, Pankshin","Tantalum,Tin,Cassiterite"
174,"MANGU, PLATEAU STATE",62699,EL-062699,Exploration License,Valid,GALERUM LIMITED,30/10/2024,29/10/2027,86,18.11,"Bauchi, Plateau","Tafawa-Balewa, Mangu","Niobium,Tantalum,Tin"
175,Plateau,61332,EL-061332,Exploration License,Valid,STANNUM FIELDS LTD,09/08/2024,08/08/2027,26,5.47,"Bauchi, Plateau","Toro, Bassa",Tin
176,BOGORO,39859,EL-039859,Exploration License,Released,SYMBIOSIS POWER & ENERGY LIMITED,18/11/2022,17/11/2025,200,42.13,"Bauchi, Plateau","Bogoro, Kanke",Tin
